well_id,days_on_production,depth,permeability,porosity,thickness,initial_pressure,flowing_pressure,temperature,water_cut,oil_rate
WELL_0,0,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7197.056874649611,240.16725176148134,0.1,413.99782798454015
WELL_0,1,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7195.085348330028,240.16725176148134,0.10001434038144083,397.81668242616223
WELL_0,2,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7193.114362080656,240.16725176148134,0.10004056072384646,418.30677565412725
WELL_0,3,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7191.143915753552,240.16725176148134,0.1000745148077663,397.70425475682976
WELL_0,4,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7189.174009200812,240.16725176148134,0.10011472305152663,397.53940782960325
WELL_0,5,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7187.2046422745725,240.16725176148134,0.10016033033862484,411.8195807200388
WELL_0,6,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7185.2358148270105,240.16725176148134,0.10021075970348144,367.8625813507944
WELL_0,7,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7183.267526710345,240.16725176148134,0.10026558758098766,371.5836561830179
WELL_0,8,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7181.299777776833,240.16725176148134,0.10032448579077156,395.1062657662096
WELL_0,9,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7179.332567878774,240.16725176148134,0.10038719029890236,385.8340145825391
WELL_0,10,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7177.365896868508,240.16725176148134,0.10045348267868623,412.679225509571
WELL_0,11,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7175.399764598414,240.16725176148134,0.10052317831048782,387.7344223642069
WELL_0,12,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7173.434170920911,240.16725176148134,0.10059611846213036,377.3815772692425
WELL_0,13,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7171.469115688462,240.16725176148134,0.10067216474773003,435.6832163274879
WELL_0,14,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7169.504598753566,240.16725176148134,0.10075119511806122,401.23422871302614
WELL_0,15,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7167.540619968766,240.16725176148134,0.10083310087747882,407.06538373105104
WELL_0,16,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7165.577179186643,240.16725176148134,0.10091778441221298,376.6836718068961
WELL_0,17,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7163.614276259818,240.16725176148134,0.10100515742566707,394.4200026796747
WELL_0,18,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7161.651911040956,240.16725176148134,0.10109513954385399,407.5846134805877
WELL_0,19,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7159.6900833827585,240.16725176148134,0.1011876571967355,381.8969193258706
WELL_0,20,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7157.728793137969,240.16725176148134,0.1012826427089987,412.70728139104506
WELL_0,21,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7155.768040159371,240.16725176148134,0.10138003355238981,392.8158902200217
WELL_0,22,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7153.807824299789,240.16725176148134,0.10147977172446264,398.95410220816507
WELL_0,23,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7151.848145412086,240.16725176148134,0.10158180322751577,392.5628610767208
WELL_0,24,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7149.889003349168,240.16725176148134,0.10168607762785149,442.09387505964395
WELL_0,25,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7147.930397963979,240.16725176148134,0.10179254768010347,404.2282983447206
WELL_0,26,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7145.972329109504,240.16725176148134,0.10190116900477776,382.9962569780368
WELL_0,27,8745.401188473625,6.606935178415507,0.0967983561008608,30.455050190275905,7197.056874649611,7144.014796638769,240.16725176148134,0.10201189980968996,420.8894874611948
